20251022;8.6;8.58;8.61;8.53;2611060;22405279;0.51;-0.35;-0.030
20251021;8.5;8.61;8.63;8.5;2949359;25293711;0.58;1.29;0.110
20251020;8.42;8.5;8.5;8.38;1706498;14430568;0.33;1.07;0.090
20251017;8.42;8.41;8.65;8.38;4115679;34972184;0.8;-0.12;-0.010
20251016;8.55;8.42;8.55;8.4;2990170;25275971;0.58;-1.52;-0.130
20251015;8.44;8.55;8.55;8.44;2608950;22227150;0.51;0.71;0.060
20251014;8.64;8.49;8.67;8.46;4040170;34552069;0.79;-0.93;-0.080
20251013;8.36;8.57;8.59;8.32;4758040;40440503;0.93;-0.7;-0.060
20251010;8.51;8.63;8.72;8.48;4861870;41942277;0.95;0.94;0.080
20251009;8.47;8.55;8.56;8.31;5221000;44228038;1.02;2.15;0.180
20250930;8.39;8.37;8.45;8.34;2241509;18813047;0.44;-0.12;-0.010
20250929;8.31;8.38;8.43;8.23;2439550;20358321;0.48;0.48;0.040
20250926;8.46;8.34;8.46;8.32;2923510;24489618;0.57;-1.18;-0.100
20250925;8.59;8.44;8.64;8.44;2877400;24437269;0.56;-1.63;-0.140
20250924;8.46;8.58;8.72;8.43;2914700;24994359;0.57;0.94;0.080
20250923;8.7;8.5;8.7;8.38;4611680;39200381;0.9;-2.63;-0.230
20250922;8.6;8.73;8.74;8.4;6560305;56279917;1.28;1.63;0.140
20250919;8.93;8.59;8.99;8.57;9247676;80794393;1.81;-3.91;-0.350
20250918;9.15;8.94;9.17;8.9;6599290;59514663;1.29;-2.4;-0.220
20250917;9.2;9.16;9.24;9.08;6083194;55647877;1.19;-0.87;-0.080
20250916;9.25;9.24;9.3;9.15;6437494;59279114;1.26;-0.11;-0.010
20250915;9.29;9.25;9.42;9.19;9746324;90381039;1.91;-1.28;-0.120
20250912;9.1;9.37;9.7;9.07;16191070;151365164;3.17;3.42;0.310
20250911;9.1;9.06;9.1;8.92;4024351;36193915;0.79;0.0;0.000
20250910;9.17;9.06;9.2;9.02;5854760;53203713;1.14;-1.2;-0.110
20250909;9.01;9.17;9.3;8.89;10223839;93155484;2.0;2.12;0.190
20250908;9.02;8.98;9.04;8.91;3834683;34368167;0.75;0.11;0.010
20250905;8.89;8.97;8.99;8.79;2922653;26064726;0.57;1.24;0.110
20250904;8.74;8.86;8.93;8.73;3787740;33489976;0.74;1.37;0.120
