20251022;24.9;26.06;26.85;24.54;3351918;87266864;6.47;4.66;1.160
20251021;23.79;24.9;24.9;23.51;1649269;40374759;3.18;5.29;1.250
20251020;23.41;23.65;23.8;23.18;712760;16755903;1.38;1.81;0.420
20251017;24.24;23.23;24.3;23.22;808410;19144385;1.56;-4.17;-1.010
20251016;24.92;24.24;25.19;24.23;1006611;24809847;1.94;-2.34;-0.580
20251015;24.34;24.82;24.87;23.9;1438227;35116144;2.78;1.8;0.440
20251014;23.93;24.38;24.92;23.93;1375258;33740243;2.65;1.8;0.430
20251013;23.09;23.95;24.22;23.05;963657;22819040;1.86;-0.95;-0.230
20251010;24.23;24.18;24.79;24.18;1041684;25455599;2.01;-0.86;-0.210
20251009;23.89;24.39;24.77;23.18;1853410;44322180;3.58;2.87;0.680
20250930;23.89;23.71;24.1;23.53;931109;22199055;1.8;-0.29;-0.070
20250929;24.36;23.78;24.41;23.64;1400976;33502661;2.7;-2.42;-0.590
20250926;24.52;24.37;25.1;23.71;1724849;42320480;3.33;0.58;0.140
20250925;24.85;24.23;24.94;24.09;1164295;28481481;2.25;-2.3;-0.570
20250924;24.63;24.8;25.05;24.46;1111443;27444517;2.15;0.4;0.100
20250923;25.65;24.7;25.7;24.05;2133407;52451999;4.12;-3.44;-0.880
20250922;26.3;25.58;26.35;25.34;1734796;44665459;3.35;-2.74;-0.720
20250919;26.63;26.3;27.06;26.28;1290148;34280855;2.49;-1.39;-0.370
20250918;27.01;26.67;27.53;26.39;1928178;52212579;3.72;-1.48;-0.400
20250917;26.81;27.07;27.5;26.79;1315358;35628548;2.54;0.26;0.070
20250916;26.85;27.0;27.1;26.13;1896878;50410030;3.66;0.63;0.170
20250915;27.8;26.83;27.81;26.78;1825652;49709725;3.52;-3.18;-0.880
20250912;28.62;27.71;28.63;27.6;2336837;65310512;4.51;-3.04;-0.870
20250911;28.3;28.58;28.65;28.17;1419188;40397293;2.74;1.35;0.380
20250910;28.5;28.2;28.75;28.0;1414560;39948794;2.73;-0.88;-0.250
20250909;29.77;28.45;29.77;28.28;2498025;71648452;4.82;-4.56;-1.360
20250908;29.23;29.81;30.18;29.09;3367663;99669186;6.5;2.51;0.730
20250905;28.3;29.08;29.24;28.19;2604824;75256878;5.03;3.56;1.000
20250904;28.0;28.08;28.79;27.66;1865603;52671504;3.6;-0.35;-0.100
20250903;29.41;28.18;29.49;28.16;2063325;58855065;3.98;-3.99;-1.170
20250902;28.8;29.35;29.39;28.01;2782173;80309619;5.37;1.95;0.560
20250901;28.98;28.79;29.16;28.22;1768408;50608240;3.41;-0.62;-0.180
20250829;29.39;28.97;29.58;28.85;2056896;59950092;3.97;-1.13;-0.330
20250828;28.37;29.3;29.35;27.55;3363826;95929187;6.49;3.61;1.020
20250827;28.9;28.28;29.17;28.28;2379087;68291131;4.59;-2.38;-0.690
20250826;29.47;28.97;29.83;28.9;2458425;71703796;4.75;-2.62;-0.780
20250825;29.12;29.75;29.88;28.8;3613537;105741274;6.97;1.92;0.560
20250822;29.98;29.19;29.98;29.0;3828035;111811580;7.39;-2.76;-0.830
20250821;30.8;30.02;31.13;29.41;6734963;203341726;13.0;-7.74;-2.520
20250820;29.39;32.54;32.61;29.08;8207197;253913969;15.84;11.9;3.460
20250819;29.47;29.08;30.47;28.89;4233503;126459143;8.17;-0.95;-0.280
20250818;28.5;29.36;29.8;28.04;4185669;121434411;8.08;4.15;1.170
20250815;27.0;28.19;28.5;27.0;2675124;74689448;5.16;4.29;1.160
20250814;28.32;27.03;28.32;26.88;3070679;84126319;5.93;-4.56;-1.290
20250813;28.36;28.32;28.57;27.95;2239263;63237328;4.32;0.04;0.010
20250812;29.08;28.31;29.3;28.12;3250603;92492358;6.27;-3.38;-0.990
20250811;28.15;29.3;29.65;28.15;4467333;130006024;8.62;1.88;0.540
20250808;27.71;28.76;29.3;27.7;4617803;132854091;8.91;3.56;0.990
20250807;28.12;27.77;28.4;27.66;1984697;55431699;3.83;-1.56;-0.440
20250806;27.82;28.21;28.67;27.75;2860543;80918670;5.52;1.18;0.330
20250805;28.36;27.88;28.53;27.53;2799931;78091613;5.4;-1.66;-0.470
20250804;26.52;28.35;28.45;26.33;4061557;112199996;7.84;6.82;1.810
20250801;27.03;26.54;27.38;26.31;2173885;58197872;4.2;-2.17;-0.590
20250731;27.61;27.13;27.88;27.07;2564928;70410449;4.95;-2.16;-0.600
20250730;28.3;27.73;28.96;27.53;2692963;76132861;5.2;-2.15;-0.610
