20251022;6.06;6.11;6.2;6.02;23787400;144985123;3.89;0.16;0.010
20251021;5.99;6.1;6.12;5.94;24786716;149969977;4.05;2.35;0.140
20251020;5.94;5.96;6.02;5.86;19244767;114272811;3.14;1.88;0.110
20251017;6.0;5.85;6.0;5.83;19624328;115578242;3.21;-1.85;-0.110
20251016;6.19;5.96;6.19;5.94;22859275;137248962;3.74;-2.3;-0.140
20251015;6.2;6.1;6.3;6.07;34018056;208722784;5.56;-1.61;-0.100
20251014;6.27;6.2;6.44;6.13;53426003;333332961;8.73;1.64;0.100
20251013;5.69;6.1;6.34;5.52;53181120;319825501;8.69;1.67;0.100
20251010;5.93;6.0;6.03;5.84;37612329;224310855;6.15;1.35;0.080
20251009;5.86;5.92;5.93;5.68;37633437;219582290;6.15;2.6;0.150
20250930;5.83;5.77;5.84;5.67;30210958;173580340;4.94;-1.2;-0.070
20250929;5.73;5.84;5.95;5.66;35607100;207662294;5.82;2.1;0.120
20250926;5.67;5.72;5.85;5.6;26867579;154575323;4.39;0.7;0.040
20250925;5.8;5.68;5.88;5.66;27214700;156164869;4.45;-1.9;-0.110
20250924;5.78;5.79;6.02;5.71;44656323;260127361;7.3;0.17;0.010
20250923;5.84;5.78;5.85;5.56;31142600;177126954;5.09;-1.2;-0.070
20250922;6.01;5.85;6.01;5.77;39210161;229150407;6.41;-1.18;-0.070
20250919;5.85;5.92;6.18;5.76;92810903;547384401;15.17;-1.99;-0.120
20250918;5.49;6.04;6.04;5.44;101647121;598245361;16.61;10.02;0.550
20250917;5.49;5.49;5.56;5.46;13738101;75596940;2.25;-0.18;-0.010
20250916;5.44;5.5;5.5;5.37;14524303;78922757;2.37;1.1;0.060
20250915;5.56;5.44;5.56;5.38;23471333;127838332;3.84;-1.98;-0.110
20250912;5.61;5.55;5.64;5.53;19643650;109623332;3.21;-0.72;-0.040
20250911;5.58;5.59;5.59;5.46;21238656;117224566;3.47;0.0;0.000
20250910;5.54;5.59;5.6;5.51;18606000;103428905;3.04;1.08;0.060
20250909;5.59;5.53;5.62;5.51;17492060;96939964;2.86;-1.07;-0.060
20250908;5.64;5.59;5.64;5.51;24964601;139111978;4.08;-0.89;-0.050
20250905;5.6;5.64;5.76;5.54;34282979;192797318;5.6;1.99;0.110
20250904;5.58;5.53;5.67;5.48;43345712;242279138;7.08;0.55;0.030
20250903;5.65;5.5;5.66;5.46;24799600;137908201;4.05;-2.48;-0.140
20250902;5.76;5.64;5.76;5.55;62875871;353194474;10.28;-2.42;-0.140
20250901;5.26;5.78;5.78;5.2;36510286;202513717;5.97;10.1;0.530
20250829;5.37;5.25;5.37;5.23;17964700;94739774;2.94;-0.57;-0.030
20250828;5.37;5.28;5.42;5.12;27994432;147359493;4.57;-1.49;-0.080
20250827;5.57;5.36;5.63;5.32;34646051;188990913;5.66;-4.63;-0.260
20250826;5.58;5.62;5.65;5.52;22575481;126375311;3.69;0.72;0.040
20250825;5.67;5.58;5.7;5.53;40232732;224908945;6.57;-0.89;-0.050
20250822;5.73;5.63;5.8;5.59;69456948;394284041;11.35;-1.75;-0.100
20250821;5.68;5.73;6.13;5.68;129645020;760486160;21.19;1.06;0.060
20250820;5.16;5.67;5.67;5.16;115790199;649393061;18.92;10.1;0.520
20250819;4.92;5.15;5.23;4.89;59221800;302460484;9.68;4.46;0.220
20250818;4.89;4.93;4.93;4.85;17474811;85623946;2.86;1.23;0.060
20250815;4.84;4.87;4.89;4.81;16444689;79763714;2.69;1.25;0.060
20250814;4.95;4.81;4.98;4.8;19146100;93312320;3.13;-2.83;-0.140
20250813;4.93;4.95;4.95;4.91;14537540;71662748;2.38;0.41;0.020
20250812;4.96;4.93;4.98;4.92;12424690;61367140;2.03;-0.4;-0.020
20250811;4.9;4.95;4.99;4.85;20701932;102054150;3.38;1.02;0.050
20250808;4.86;4.9;4.9;4.82;20944412;102001906;3.42;1.03;0.050
20250807;4.84;4.85;4.86;4.81;12678430;61398042;2.07;0.21;0.010
20250806;4.85;4.84;4.85;4.79;14721602;71031398;2.41;-0.21;-0.010
20250805;4.79;4.85;4.85;4.78;12668486;61159356;2.07;1.46;0.070
20250804;4.75;4.78;4.79;4.7;9817850;46772103;1.6;0.84;0.040
20250801;4.71;4.74;4.75;4.71;8581900;40671808;1.4;0.42;0.020
20250731;4.8;4.72;4.82;4.7;15205946;72316308;2.48;-1.67;-0.080
20250730;4.86;4.8;4.86;4.77;13966102;67154552;2.28;-0.83;-0.040
20250729;4.9;4.84;4.9;4.77;15606702;75234250;2.55;-0.82;-0.040
20250728;4.89;4.88;4.91;4.85;13520176;66019080;2.21;0.0;0.000
20250725;4.92;4.88;4.93;4.87;13337900;65212963;2.18;-1.01;-0.050
20250724;4.91;4.93;4.93;4.86;14334928;70199176;2.34;1.02;0.050
20250723;4.98;4.88;5.01;4.87;22044805;108521622;3.6;-2.01;-0.100
20250722;4.98;4.98;5.0;4.93;21939600;108801052;3.59;0.4;0.020
20250721;4.89;4.96;5.0;4.87;34670011;171829508;5.67;2.06;0.100
20250718;4.85;4.86;4.89;4.81;18613568;90171453;3.04;0.21;0.010
20250717;4.81;4.85;4.86;4.8;19565620;94544015;3.2;0.83;0.040
20250716;4.77;4.81;4.85;4.74;20300273;97745138;3.32;0.84;0.040
20250715;4.81;4.77;4.84;4.71;21452402;102249702;3.51;-0.63;-0.030
20250714;4.77;4.8;4.83;4.75;17116500;82214282;2.8;0.63;0.030
20250711;4.79;4.77;4.81;4.74;18303573;87241241;2.99;-0.42;-0.020
20250710;4.76;4.79;4.81;4.76;13508607;64726169;2.21;0.21;0.010
20250709;4.82;4.78;4.84;4.76;22536470;108113523;3.68;-0.83;-0.040
20250708;4.8;4.82;4.84;4.78;20184802;97014475;3.3;0.42;0.020
20250707;4.76;4.8;4.8;4.66;19138500;91163637;3.13;1.05;0.050
20250704;4.82;4.75;4.87;4.75;25570134;122986355;4.18;-1.45;-0.070
20250703;4.86;4.82;4.87;4.79;22602973;108943356;3.69;-0.41;-0.020
20250702;4.88;4.84;4.93;4.82;24270000;117837637;3.97;-1.02;-0.050
20250701;4.86;4.89;4.9;4.8;33763005;163507007;5.52;0.41;0.020
20250630;4.81;4.87;4.88;4.76;33922550;163842660;5.54;1.04;0.050
20250627;4.82;4.82;4.88;4.78;40696996;196606947;6.65;-2.43;-0.120
20250626;4.82;4.94;4.98;4.73;72732540;352198500;11.89;2.49;0.120
20250625;4.92;4.82;4.98;4.77;83965941;405986620;13.72;-5.49;-0.280
20250624;5.1;5.1;5.24;5.1;103573667;531049981;16.93;-10.05;-0.570
20250623;5.38;5.67;5.9;5.2;135769016;748566441;22.19;5.0;0.270
20250620;5.19;5.4;5.73;5.05;158350637;842398937;25.88;3.25;0.170
20250619;4.68;5.23;5.23;4.64;87060182;446178262;14.23;10.11;0.480
20250618;4.67;4.75;4.88;4.64;56615385;268681341;9.25;2.37;0.110
